timestep,reward,distance,control_cost
89000,-40.3351,2.3945,294.9091
90000,-75.9931,0.4103,295.2813
91000,0.3659,4.1950,296.3748
92000,-104.0068,-0.8449,289.3157
93000,-84.6245,0.1057,296.2174
94000,-12.7495,3.2573,300.9360
95000,15.3623,4.3172,293.2137
96000,58.1064,6.6903,294.4959
97000,9.0791,4.1453,294.3571
98000,74.6434,7.3617,293.9399
99000,61.7285,7.0027,295.4247
100000,-84.5706,-0.1559,295.4231
101000,142.9789,10.9276,302.2673
102000,-18.1627,2.9705,295.7360
103000,49.5714,6.2570,299.5549
104000,113.2119,9.3857,298.6691
105000,54.9136,6.1889,291.9159
106000,83.9702,7.8409,296.6741
107000,89.7163,8.1972,302.9283
108000,68.2796,6.8159,299.6649
109000,86.4603,7.9794,297.3857
110000,119.9859,9.4707,296.2213
111000,78.8577,7.3276,298.4904
112000,91.3441,8.1440,302.0880
113000,153.4003,10.7198,296.3620
114000,76.5708,7.3480,295.2373
115000,160.0201,11.3481,297.4200
116000,180.7933,12.5730,298.0020
117000,128.0460,10.0487,301.8253
118000,143.9027,10.3638,293.9293
119000,102.1152,8.4277,294.7293
120000,152.9775,11.1297,297.0591
121000,145.7258,10.5743,295.8086
122000,167.2478,11.4492,297.2023
123000,115.4115,9.2506,300.9136
124000,167.4702,11.4116,294.1879
125000,243.3568,15.0840,298.1654
126000,163.6445,11.5723,300.6090
127000,218.7961,13.8777,296.9705
128000,204.4816,13.0508,292.0984
129000,194.6176,12.8315,301.3593
130000,234.7877,14.8556,296.8648
131000,277.0787,16.9163,302.9597
132000,153.3694,11.0991,297.5632
133000,157.4142,11.0886,295.0514
134000,192.3945,12.7013,293.2991
135000,240.5180,15.1526,297.7407
136000,227.6356,14.4944,298.3873
137000,289.2742,17.5701,301.5358
138000,258.3270,15.9531,302.5467
139000,253.8785,15.7145,299.4392
140000,306.3360,18.2673,300.7139
141000,360.1121,20.8176,299.3311
142000,365.4803,21.1452,296.2076
143000,336.2304,19.7861,298.8662
144000,340.5031,19.8972,296.5128
145000,326.2700,19.1836,301.0316
146000,300.5194,17.9851,299.2783
147000,432.0614,24.2415,298.4912
148000,393.1957,22.6437,302.3326
149000,422.4490,23.9444,302.7035
150000,346.0555,20.2376,303.6671
151000,424.2427,23.4652,296.7970
152000,406.0558,23.0960,300.4727
153000,334.3474,19.8534,308.1026
154000,553.9992,30.4255,306.3757
155000,458.6089,25.8224,308.9355
156000,421.6683,23.7704,303.0401
157000,439.3076,24.9474,304.9981
158000,418.8941,23.8317,304.5077
159000,373.5573,21.6313,305.2968
160000,448.3631,25.4261,309.9281
161000,566.0277,30.8175,304.9985
162000,526.6227,28.8310,305.1787
163000,367.6031,21.6374,309.6836
164000,495.8801,27.5831,307.7608
165000,591.0834,32.1601,310.9528
166000,426.0960,24.1549,311.6486
167000,500.5711,27.6776,309.3284
168000,512.6759,28.6526,312.1758
169000,523.1170,28.9046,307.4954
170000,526.1159,29.3914,314.7399
171000,477.6253,26.6276,310.7743
172000,614.4307,33.4904,313.3234
173000,644.7216,34.7183,309.3776
174000,476.3948,26.6486,311.5976
175000,615.1972,33.1315,306.3793
176000,605.2351,32.5975,308.3423
177000,564.2187,31.1467,314.2937
178000,541.6951,29.7185,306.2200
179000,630.7545,33.5613,302.5567
180000,577.0049,31.2739,302.4267
181000,597.2056,32.3920,309.0169
182000,662.3277,35.3354,305.2449
183000,646.7226,34.5701,304.0024
184000,577.2056,31.4266,307.5274
185000,655.3685,34.8395,299.7573
186000,548.3126,29.6976,304.4456
187000,630.8833,33.7746,303.0263
188000,604.3098,32.4317,303.7649
189000,590.8218,31.8235,300.9243
190000,614.4798,33.0157,303.7743
191000,534.8465,29.1372,300.3164
192000,479.8160,26.6810,304.1948
193000,684.1990,36.4172,302.9524
194000,602.2207,32.4010,300.9516
195000,451.3346,24.8276,298.5782
196000,711.0638,37.3748,299.3332
197000,674.9609,36.0616,308.2203
198000,661.5269,34.9164,300.6744
199000,639.2593,34.0938,305.8150
200000,617.3243,32.6214,295.2514
201000,542.0111,29.3442,303.3100
202000,684.8978,36.0307,296.7530
203000,670.9439,35.5116,302.7683
204000,608.4849,32.3898,298.5828
205000,615.4821,32.9176,301.3694
206000,740.7272,38.7730,299.3076
207000,635.3011,33.6048,295.3041
208000,693.8997,36.3158,296.4668
209000,679.1396,35.9490,303.7534
210000,646.8779,34.3490,298.8323
211000,699.3310,36.9150,302.8834
212000,599.3970,31.9919,297.3961
213000,690.7960,36.5835,301.2916
214000,737.6191,38.5722,302.1989
215000,661.5407,35.0498,303.1563
216000,668.3702,35.0136,296.6382
217000,600.4125,32.0374,300.3613
218000,655.8278,34.5708,298.4755
219000,674.3677,35.2656,298.4681
220000,746.8734,39.0886,301.7176
221000,689.7941,36.8195,306.7352
222000,709.9597,37.2006,302.8987
223000,711.1653,37.2053,300.3197
224000,672.2286,35.7999,306.8994
225000,780.1505,40.9415,306.5438
226000,778.1751,40.7393,303.5404
227000,743.6594,39.1124,305.6349
228000,635.4665,33.8794,303.5224
229000,615.1242,32.8654,302.5187
230000,715.3106,37.6807,303.7710
231000,791.4554,41.2335,304.4798
232000,738.6276,38.8349,302.9416
233000,783.4050,41.0929,304.6541
234000,697.7897,36.7016,301.1971
235000,813.3579,42.4599,307.2395
236000,750.9473,39.2254,301.6847
237000,755.1117,39.8218,305.3901
238000,646.6009,34.5408,306.3464
239000,738.2465,38.9071,306.1324
240000,729.7190,38.1418,300.8749
241000,818.4332,42.3396,301.5885
242000,848.1879,44.0403,305.8134
243000,776.0466,40.6340,306.7269
244000,676.0295,35.5078,302.5544
245000,737.6672,38.4661,301.3543
246000,731.7236,38.6495,308.0245
247000,808.6286,42.3917,309.4846
248000,770.5780,40.1701,302.9822
