timestep,reward,distance,control_cost
236000,5280.7386,270.8404,546.8857
237000,5450.2260,278.5536,548.1743
238000,5641.4704,288.2552,549.5453
239000,5485.5715,280.0106,544.5469
240000,5622.9165,286.8766,546.2924
241000,5457.3105,278.9962,546.5867
242000,5456.6082,279.3986,546.5105
243000,5575.2497,285.2055,545.2230
244000,3290.6588,165.6139,548.7129
245000,5035.0706,258.4308,546.1910
246000,5394.7481,276.3800,545.9463
247000,5485.9293,280.2288,547.8677
248000,5516.6809,281.6847,547.2848
249000,5756.3366,293.2106,545.0675
250000,5586.3512,284.9836,545.4840
251000,5633.7932,287.8641,544.3552
252000,5503.9153,281.2130,544.4208
253000,5740.1971,292.8078,545.7625
254000,5632.7315,287.2189,545.8527
255000,5365.3167,275.1355,547.9633
256000,5513.7403,282.1765,547.7183
257000,5690.1357,290.0305,543.0519
258000,4364.1636,223.2278,546.8360
259000,5257.8130,269.3332,544.8950
260000,5547.3777,283.1174,544.7139
261000,5704.3080,290.6687,544.9625
262000,5856.7125,298.2846,545.4006
263000,5810.0702,296.1649,545.8744
264000,5648.0178,288.1814,544.7702
265000,5536.2331,282.5705,545.1798
266000,5368.9764,274.9749,544.8717
267000,5508.1107,281.7925,545.1980
268000,5902.5199,300.5165,543.7583
269000,5767.3713,294.1828,545.1445
270000,5620.2921,286.3426,543.7029
271000,5719.1839,292.0780,545.6106
272000,5483.7033,279.9542,543.8940
273000,5814.4946,295.9340,542.7596
274000,5829.9878,297.2577,546.6602
275000,1675.6060,82.5044,551.1199
276000,5874.1293,298.6012,546.0861
277000,5801.5536,295.7587,543.8856
278000,5955.9515,302.5918,544.5525
279000,5994.0656,305.1946,545.7156
280000,3769.4716,192.2910,546.4536
281000,6098.9405,310.4567,544.3014
282000,5808.5623,296.2974,543.8576
283000,5851.5898,298.1713,542.0653
284000,5599.4039,285.9452,544.6033
285000,5938.5904,302.0487,544.4580
286000,5819.6189,297.1952,543.9990
287000,5596.2734,286.2385,544.7912
288000,5661.3868,287.9981,543.0398
289000,5802.7666,296.0445,543.6619
